Reporting Date,Debt/Equity,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
07-Dec-15,Equity,3515.67,5262.64,-1746.97,-261.38,Rs.66.8365,
08-Dec-15,Equity,3700.0,3742.15,-42.15,-6.33,Rs.66.6263,
09-Dec-15,Equity,3116.84,3560.07,-443.23,-66.35,Rs.66.7983,
10-Dec-15,Equity,3105.59,3557.74,-452.15,-67.74,Rs.66.7500,
11-Dec-15,Equity,3329.91,3713.76,-383.85,-57.47,Rs.66.7905,
14-Dec-15,Equity,3836.36,3531.0,305.36,45.72,Rs.66.7860,
15-Dec-15,Equity,2765.16,2825.85,-60.69,-9.06,Rs.66.9940,
16-Dec-15,Equity,3280.51,3133.31,147.2,21.96,Rs.67.0435,
17-Dec-15,Equity,2732.49,3124.72,-392.23,-58.68,Rs.66.8468,
18-Dec-15,Equity,4108.43,3357.39,751.04,112.68,Rs.66.6488,
21-Dec-15,Equity,5653.38,5568.66,84.72,12.75,Rs.66.4235,
22-Dec-15,Equity,2471.85,2310.78,161.07,24.29,Rs.66.3240,
23-Dec-15,Equity,2582.28,2307.91,274.37,41.38,Rs.66.2985,
28-Dec-15,Equity,3645.84,3167.14,478.7,72.31,Rs.66.2020,
29-Dec-15,Equity,1912.96,2118.07,-205.11,-31.01,Rs.66.1380,
30-Dec-15,Equity,2278.78,2216.34,62.44,9.41,Rs.66.3700,
31-Dec-15,Equity,2087.45,1839.41,248.04,37.34,Rs.66.4243,
01-Jan-16,Equity,4575.11,3342.74,1232.37,185.8,Rs.66.3260,
04-Jan-16,Equity,528.83,301.64,227.19,34.33,Rs.66.1780,
05-Jan-16,Equity,2130.39,2716.98,-586.59,-88.26,Rs.66.4623,
06-Jan-16,Equity,3368.82,3630.73,-261.91,-39.36,Rs.66.5418,
07-Jan-16,Equity,4453.98,4567.79,-113.81,-17.06,Rs.66.7165,
08-Jan-16,Equity,3632.13,4598.61,-966.48,-144.44,Rs.66.9115,
11-Jan-16,Equity,3806.8,4484.6,-677.8,-101.67,Rs.66.6690,
12-Jan-16,Equity,3141.78,4192.26,-1050.48,-157.28,Rs.66.7885,
13-Jan-16,Equity,3113.16,3512.79,-399.63,-59.74,Rs.66.8905,
14-Jan-16,Equity,4331.14,4045.92,285.22,42.67,Rs.66.8394,
15-Jan-16,Equity,3096.07,4248.81,-1152.74,-171.8,Rs.67.0950,
18-Jan-16,Equity,3176.15,4211.19,-1035.04,-153.49,Rs.67.4325,
19-Jan-16,Equity,3131.97,4080.2,-948.23,-140.3,Rs.67.5880,
20-Jan-16,Equity,2688.35,3449.78,-761.43,-112.7,Rs.67.5630,
21-Jan-16,Equity,3863.64,5073.76,-1210.12,-178.02,Rs.67.9774,
22-Jan-16,Equity,4037.98,5659.75,-1621.77,-238.28,Rs.68.0600,
25-Jan-16,Equity,3930.14,4661.81,-731.67,-108.0,Rs.67.7480,
27-Jan-16,Equity,3259.8,3137.02,122.78,18.15,Rs.67.6428,
28-Jan-16,Equity,4355.27,4523.8,-168.53,-24.79,Rs.67.9803,
29-Jan-16,Equity,5898.63,6261.89,-363.26,-53.35,Rs.68.0858,
01-Feb-16,Equity,5640.18,4953.95,686.23,101.1,Rs.67.8763,
02-Feb-16,Equity,4280.67,3876.76,403.91,59.69,Rs.67.6728,
03-Feb-16,Equity,4102.11,4164.84,-62.73,-9.25,Rs.67.8340,
04-Feb-16,Equity,3178.26,3495.69,-317.43,-46.56,Rs.68.1825,
05-Feb-16,Equity,3123.44,3281.79,-158.35,-23.36,Rs.67.8093,
08-Feb-16,Equity,3138.84,3606.32,-467.48,-69.12,Rs.67.6365,
09-Feb-16,Equity,1875.87,1914.94,-39.07,-5.76,Rs.67.8190,
10-Feb-16,Equity,1984.34,2615.56,-631.22,-92.6,Rs.68.1623,
11-Feb-16,Equity,3625.84,4264.18,-638.34,-94.04,Rs.67.8781,
12-Feb-16,Equity,2941.76,3946.85,-1005.09,-147.78,Rs.68.0155,
15-Feb-16,Equity,4677.58,4737.76,-60.18,-8.79,Rs.68.4365,
16-Feb-16,Equity,3667.78,4790.99,-1123.21,-164.85,Rs.68.1348,
17-Feb-16,Equity,2890.75,3714.03,-823.28,-120.48,Rs.68.3360,
18-Feb-16,Equity,3060.26,3419.03,-358.77,-52.3,Rs.68.5920,
22-Feb-16,Equity,6850.52,6233.74,616.78,90.05,Rs.68.4940,
23-Feb-16,Equity,2749.75,3031.82,-282.07,-41.15,Rs.68.5517,
24-Feb-16,Equity,3841.83,3468.25,373.58,54.43,Rs.68.6408,
25-Feb-16,Equity,2949.83,3490.02,-540.19,-78.79,Rs.68.5650,
26-Feb-16,Equity,4965.03,6023.01,-1057.98,-154.23,Rs.68.5990,
29-Feb-16,Equity,2834.21,3418.63,-584.42,-84.97,Rs.68.7775,
01-Mar-16,Equity,8434.36,10140.61,-1706.25,-248.67,Rs.68.6160,
02-Mar-16,Equity,7482.11,4464.86,3017.25,442.68,Rs.68.1580,
03-Mar-16,Equity,5931.25,4222.87,1708.38,252.34,Rs.67.7022,
04-Mar-16,Equity,4366.62,3257.25,1109.37,164.65,Rs.67.3786,
08-Mar-16,Equity,4242.23,3357.28,884.95,131.55,Rs.67.2713,
09-Mar-16,Equity,7084.96,6296.95,788.01,117.02,Rs.67.3380,
10-Mar-16,Equity,4926.05,4248.3,677.75,100.46,Rs.67.4632,
11-Mar-16,Equity,4739.97,3562.49,1177.48,175.61,Rs.67.0510,
14-Mar-16,Equity,3512.7,3073.97,438.73,65.4,Rs.67.0868,
15-Mar-16,Equity,5589.93,4323.03,1266.9,189.02,Rs.67.0230,
16-Mar-16,Equity,3822.82,3845.53,-22.71,-3.38,Rs.67.2290,
17-Mar-16,Equity,3652.53,2956.64,695.89,103.3,Rs.67.3680,
18-Mar-16,Equity,5028.35,4067.95,960.4,143.6,Rs.66.8806,
21-Mar-16,Equity,7158.5,5271.08,1887.42,283.36,Rs.66.6088,
22-Mar-16,Equity,4830.0,3349.09,1480.91,222.68,Rs.66.5040,
23-Mar-16,Equity,4998.54,3868.11,1130.43,169.88,Rs.66.5411,
28-Mar-16,Equity,3971.8,2904.14,1067.66,159.68,Rs.66.8640,
29-Mar-16,Equity,5301.98,3262.96,2039.02,305.85,Rs.66.6680,
30-Mar-16,Equity,4664.4,4026.46,637.94,95.85,Rs.66.5580,
31-Mar-16,Equity,5884.2,4403.17,1481.03,223.01,Rs.66.4105,
04-Apr-16,Equity,14944.37,10642.79,4301.58,648.48,Rs.66.3329,
05-Apr-16,Equity,2982.24,2699.43,282.81,42.69,Rs.66.2430,
06-Apr-16,Equity,3273.56,4058.81,-785.25,-118.39,Rs.66.3248,
07-Apr-16,Equity,2649.87,3084.05,-434.18,-65.21,Rs.66.5807,
11-Apr-16,Equity,6111.01,6135.84,-24.83,-3.74,Rs.66.4698,
12-Apr-16,Equity,4919.93,4764.25,155.68,23.45,Rs.66.3925,
13-Apr-16,Equity,3227.75,2799.48,428.27,64.41,Rs.66.4950,
18-Apr-16,Equity,4996.8,4255.08,741.72,111.66,Rs.66.4293,
20-Apr-16,Equity,6132.68,5092.2,1040.48,156.07,Rs.66.6663,
21-Apr-16,Equity,6062.61,6073.8,-11.19,-1.69,Rs.66.2406,
22-Apr-16,Equity,5738.56,4795.16,943.4,142.31,Rs.66.2930,
25-Apr-16,Equity,3706.7,3506.46,200.24,30.11,Rs.66.4925,
26-Apr-16,Equity,5721.64,5455.89,265.75,39.85,Rs.66.6839,
27-Apr-16,Equity,4872.63,4300.09,572.54,85.8,Rs.66.7330,
28-Apr-16,Equity,4450.11,4011.42,438.69,65.92,Rs.66.5460,
29-Apr-16,Equity,9150.32,8918.34,231.98,34.93,Rs.66.4045,
02-May-16,Equity,4405.22,4438.53,-33.31,-5.01,Rs.66.5176,
03-May-16,Equity,2986.22,2637.7,348.52,52.53,Rs.66.3435,
04-May-16,Equity,3577.1,4324.83,-747.73,-112.83,Rs.66.2698,
05-May-16,Equity,3719.27,3746.9,-27.63,-4.15,Rs.66.5388,
06-May-16,Equity,3735.05,4063.09,-328.04,-49.32,Rs.66.5105,
09-May-16,Equity,2775.74,2680.34,95.4,14.33,Rs.66.5830,
10-May-16,Equity,3923.38,3631.91,291.47,43.87,Rs.66.4379,
11-May-16,Equity,3859.17,3460.69,398.48,59.72,Rs.66.7224,
12-May-16,Equity,4145.0,4469.17,-324.17,-48.6,Rs.66.6958,
13-May-16,Equity,3481.67,3430.33,51.34,7.71,Rs.66.5977,
16-May-16,Equity,5595.78,3993.42,1602.36,240.01,Rs.66.7609,
17-May-16,Equity,3869.61,3966.3,-96.69,-14.47,Rs.66.8216,
18-May-16,Equity,4204.03,4373.39,-169.36,-25.38,Rs.66.7233,
19-May-16,Equity,3827.08,3988.97,-161.89,-24.19,Rs.66.9131,
20-May-16,Equity,4237.92,3918.06,319.86,47.58,Rs.67.2307,
23-May-16,Equity,3051.58,3743.86,-692.28,-102.7,Rs.67.4076,
24-May-16,Equity,3095.24,3125.43,-30.19,-4.48,Rs.67.3492,
25-May-16,Equity,3564.43,4372.57,-808.14,-119.36,Rs.67.7060,
26-May-16,Equity,3752.57,3243.02,509.55,75.55,Rs.67.4467,
27-May-16,Equity,6500.8,5780.45,720.35,107.06,Rs.67.2855,
30-May-16,Equity,4629.74,3954.9,674.84,100.63,Rs.67.0613,
31-May-16,Equity,4129.23,3721.97,407.26,60.48,Rs.67.3398,
01-Jun-16,Equity,18837.93,18818.8,19.13,2.85,Rs.67.2030,
02-Jun-16,Equity,4000.95,3657.42,343.53,51.0,Rs.67.3526,
03-Jun-16,Equity,4524.47,3921.58,602.89,89.64,Rs.67.2533,
06-Jun-16,Equity,5604.19,3992.39,1611.8,239.7,Rs.67.2415,
07-Jun-16,Equity,5078.16,5012.5,65.66,9.81,Rs.66.9614,
08-Jun-16,Equity,6053.55,5508.84,544.71,81.51,Rs.66.8305,
09-Jun-16,Equity,4218.55,3678.45,540.1,80.93,Rs.66.7370,
10-Jun-16,Equity,3579.76,3313.57,266.19,39.95,Rs.66.6250,
13-Jun-16,Equity,3523.58,3303.37,220.21,32.97,Rs.66.7948,
14-Jun-16,Equity,3856.27,3620.86,235.41,35.1,Rs.67.0737,
15-Jun-16,Equity,2895.77,2988.03,-92.26,-13.74,Rs.67.1520,
16-Jun-16,Equity,3165.76,3244.09,-78.33,-11.66,Rs.67.1596,
17-Jun-16,Equity,3077.58,3182.17,-104.59,-15.56,Rs.67.2068,
20-Jun-16,Equity,4655.34,4615.4,39.94,5.95,Rs.67.1682,
21-Jun-16,Equity,3075.54,3587.62,-512.08,-75.97,Rs.67.4087,
22-Jun-16,Equity,3694.82,3236.04,458.78,67.99,Rs.67.4767,
23-Jun-16,Equity,2854.76,2885.97,-31.21,-4.62,Rs.67.5570,
24-Jun-16,Equity,3195.09,3098.97,96.12,14.27,Rs.67.3702,
27-Jun-16,Equity,3887.06,4484.53,-597.47,-87.84,Rs.68.0144,
28-Jun-16,Equity,3425.2,3578.96,-153.76,-22.65,Rs.67.9000,
29-Jun-16,Equity,3663.07,3864.45,-201.38,-29.66,Rs.67.8867,
30-Jun-16,Equity,3609.86,3464.28,145.58,21.49,Rs.67.7443,
01-Jul-16,Equity,8143.22,6970.64,1172.58,173.41,Rs.67.6166,
04-Jul-16,Equity,3090.95,3293.48,-202.53,-30.03,Rs.67.4410,
05-Jul-16,Equity,2964.68,2811.71,152.97,22.77,Rs.67.1848,
07-Jul-16,Equity,3241.41,2896.75,344.66,51.13,Rs.67.4028,
08-Jul-16,Equity,4341.37,4573.38,-232.01,-34.37,Rs.67.4972,
11-Jul-16,Equity,4075.87,3652.91,422.96,62.69,Rs.67.4584,
12-Jul-16,Equity,4880.0,3809.9,1070.1,159.37,Rs.67.1426,
13-Jul-16,Equity,4139.54,3827.05,312.49,46.54,Rs.67.1471,
14-Jul-16,Equity,5081.45,4757.79,323.66,48.16,Rs.67.2046,
15-Jul-16,Equity,3875.34,3037.03,838.31,125.28,Rs.66.9136,
18-Jul-16,Equity,5838.77,4418.92,1419.85,212.19,Rs.67.0655,
19-Jul-16,Equity,4145.97,3571.45,574.52,85.62,Rs.67.1015,
20-Jul-16,Equity,4274.54,3669.44,605.1,90.12,Rs.67.1462,
21-Jul-16,Equity,4681.86,4382.56,299.3,44.56,Rs.67.1720,
22-Jul-16,Equity,4317.35,3871.3,446.05,66.37,Rs.67.2035,
25-Jul-16,Equity,3856.97,3338.33,518.64,77.25,Rs.67.1355,
26-Jul-16,Equity,5011.89,4164.78,847.11,125.98,Rs.67.2430,
27-Jul-16,Equity,5535.06,4808.97,726.09,107.78,Rs.67.3680,
28-Jul-16,Equity,4889.42,4408.66,480.76,71.5,Rs.67.2362,
29-Jul-16,Equity,8580.27,6632.36,1947.91,290.49,Rs.67.0550,
01-Aug-16,Equity,5587.67,5542.99,44.68,6.67,Rs.67.0340,
02-Aug-16,Equity,5972.29,5161.04,811.25,121.55,Rs.66.7412,
03-Aug-16,Equity,4936.77,4380.63,556.14,83.31,Rs.66.7612,
04-Aug-16,Equity,4701.61,4072.47,629.14,93.99,Rs.66.9368,
05-Aug-16,Equity,4139.97,3577.26,562.71,84.06,Rs.66.9447,
08-Aug-16,Equity,4298.52,3808.72,489.8,73.31,Rs.66.8141,
09-Aug-16,Equity,5233.22,4061.75,1171.47,175.52,Rs.66.7407,
10-Aug-16,Equity,4850.85,4696.47,154.38,23.05,Rs.66.9633,
11-Aug-16,Equity,4231.89,3805.8,426.09,63.84,Rs.66.7442,
12-Aug-16,Equity,5045.33,4406.34,638.99,95.57,Rs.66.8571,
16-Aug-16,Equity,5769.24,4487.85,1281.39,191.75,Rs.66.8252,
18-Aug-16,Equity,11312.47,10521.32,791.15,118.26,Rs.66.8983,
19-Aug-16,Equity,4270.78,4028.34,242.44,36.3,Rs.66.7939,
22-Aug-16,Equity,4287.09,3743.85,543.24,81.17,Rs.66.9296,
23-Aug-16,Equity,3511.6,3624.82,-113.22,-16.85,Rs.67.1940,
24-Aug-16,Equity,3596.35,3588.3,8.05,1.2,Rs.67.0885,
25-Aug-16,Equity,3108.29,3140.9,-32.61,-4.86,Rs.67.1320,
26-Aug-16,Equity,5650.78,5955.91,-305.13,-45.48,Rs.67.0876,
29-Aug-16,Equity,3118.62,2788.34,330.28,49.27,Rs.67.0299,
30-Aug-16,Equity,3195.7,2916.02,279.68,41.63,Rs.67.1810,
31-Aug-16,Equity,4127.48,3730.51,396.97,59.17,Rs.67.0879,
01-Sep-16,Equity,15473.76,14574.38,899.38,134.27,Rs.66.9813,
02-Sep-16,Equity,3355.33,3737.7,-382.37,-57.11,Rs.66.9539,
06-Sep-16,Equity,3644.03,3398.34,245.69,36.76,Rs.66.8405,
07-Sep-16,Equity,5538.48,4154.02,1384.46,208.04,Rs.66.5469,
08-Sep-16,Equity,5627.39,4763.27,864.12,130.21,Rs.66.3618,
09-Sep-16,Equity,4672.42,4554.82,117.6,17.7,Rs.66.4483,
12-Sep-16,Equity,4039.25,4377.39,-338.14,-50.81,Rs.66.5462,
14-Sep-16,Equity,3574.03,4165.22,-591.19,-88.37,Rs.66.9017,
15-Sep-16,Equity,4624.61,5061.91,-437.3,-65.3,Rs.66.9642,
16-Sep-16,Equity,3410.81,3064.77,346.04,51.63,Rs.67.0248,
19-Sep-16,Equity,11087.81,10546.91,540.9,80.88,Rs.66.8804,
20-Sep-16,Equity,4135.39,3819.63,315.76,47.21,Rs.66.8737,
21-Sep-16,Equity,4175.59,3444.35,731.24,109.1,Rs.67.0200,
22-Sep-16,Equity,4270.0,4029.96,240.04,35.8,Rs.67.0631,
23-Sep-16,Equity,4765.52,4409.77,355.75,53.22,Rs.66.8451,
26-Sep-16,Equity,5751.33,6002.71,-251.38,-37.72,Rs.66.6519,
27-Sep-16,Equity,4403.37,4557.21,-153.84,-23.06,Rs.66.7095,
28-Sep-16,Equity,3658.96,3798.89,-139.93,-21.06,Rs.66.4627,
29-Sep-16,Equity,4780.86,4676.82,104.04,15.66,Rs.66.4482,
30-Sep-16,Equity,11447.81,8080.8,3367.01,505.92,Rs.66.5521,
03-Oct-16,Equity,4469.67,5473.57,-1003.9,-150.6,Rs.66.6596,
04-Oct-16,Equity,3776.14,3687.32,88.82,13.35,Rs.66.5330,
05-Oct-16,Equity,4782.71,4423.25,359.46,54.01,Rs.66.5559,
06-Oct-16,Equity,3497.33,3199.93,297.4,44.68,Rs.66.5699,
07-Oct-16,Equity,3625.18,3245.26,379.92,57.01,Rs.66.6322,
10-Oct-16,Equity,3305.14,3236.36,68.78,10.29,Rs.66.7875,
13-Oct-16,Equity,1748.74,2267.68,-518.94,-77.93,Rs.66.5856,
14-Oct-16,Equity,6283.15,7130.77,-847.62,-126.8,Rs.66.8473,
17-Oct-16,Equity,3990.4,4936.4,-946.0,-141.51,Rs.66.8481,
18-Oct-16,Equity,4495.49,4945.26,-449.77,-67.35,Rs.66.7779,
19-Oct-16,Equity,5586.79,5061.73,525.06,78.69,Rs.66.7268,
20-Oct-16,Equity,4233.84,4531.47,-297.63,-44.61,Rs.66.7145,
21-Oct-16,Equity,2765.22,2780.45,-15.23,-2.28,Rs.66.7411,
24-Oct-16,Equity,3509.85,3735.09,-225.24,-33.67,Rs.66.8943,
25-Oct-16,Equity,2950.72,3342.39,-391.67,-58.58,Rs.66.8625,
26-Oct-16,Equity,3553.39,4056.83,-503.44,-75.27,Rs.66.8777,
27-Oct-16,Equity,3903.8,5320.92,-1417.12,-212.26,Rs.66.7621,
28-Oct-16,Equity,6222.06,6583.16,-361.1,-53.99,Rs.66.8854,
01-Nov-16,Equity,4660.06,5512.61,-852.55,-127.52,Rs.66.8566,
02-Nov-16,Equity,4930.89,5026.88,-95.99,-14.39,Rs.66.7140,
03-Nov-16,Equity,3652.14,4291.38,-639.24,-95.65,Rs.66.8294,
04-Nov-16,Equity,3082.82,3751.58,-668.76,-100.28,Rs.66.6942,
07-Nov-16,Equity,4288.27,4632.8,-344.53,-51.64,Rs.66.7219,
08-Nov-16,Equity,4279.5,4090.18,189.32,28.37,Rs.66.7301,
09-Nov-16,Equity,3756.91,3527.07,229.84,34.45,Rs.66.7073,
10-Nov-16,Equity,5130.77,7220.38,-2089.61,-312.83,Rs.66.7968,
11-Nov-16,Equity,5622.47,6296.6,-674.13,-101.48,Rs.66.4273,
15-Nov-16,Equity,5061.84,6537.76,-1475.92,-220.19,Rs.67.0292,
16-Nov-16,Equity,9008.5,11339.18,-2330.68,-344.17,Rs.67.7173,
17-Nov-16,Equity,7357.0,9321.27,-1964.27,-289.81,Rs.67.7791,
18-Nov-16,Equity,4592.93,5541.74,-948.81,-139.72,Rs.67.9106,
21-Nov-16,Equity,4119.19,5053.56,-934.37,-137.22,Rs.68.0937,
22-Nov-16,Equity,4355.29,5597.19,-1241.9,-181.95,Rs.68.2575,
23-Nov-16,Equity,4447.76,5122.36,-674.6,-98.87,Rs.68.2317,
24-Nov-16,Equity,4235.29,5330.22,-1094.93,-159.9,Rs.68.4772,
25-Nov-16,Equity,6178.07,8217.7,-2039.63,-297.08,Rs.68.6560,
28-Nov-16,Equity,3770.22,4229.89,-459.67,-67.14,Rs.68.4626,
29-Nov-16,Equity,4036.56,5389.65,-1353.09,-196.89,Rs.68.7235,
30-Nov-16,Equity,4715.12,5367.87,-652.75,-95.08,Rs.68.6535,
01-Dec-16,Equity,14570.74,14931.45,-360.71,-52.64,Rs.68.5260,
02-Dec-16,Equity,3503.91,3904.94,-401.03,-58.65,Rs.68.3734,
05-Dec-16,Equity,4101.21,4239.61,-138.4,-20.24,Rs.68.3689,
06-Dec-16,Equity,3386.98,3657.4,-270.42,-39.66,Rs.68.1703,
07-Dec-16,Equity,3114.79,2956.05,158.74,23.33,Rs.68.0322,
08-Dec-16,Equity,3968.96,3739.01,229.95,33.88,Rs.67.8707,
09-Dec-16,Equity,4342.68,3609.5,733.18,108.73,Rs.67.4325,
13-Dec-16,Equity,6251.1,6044.49,206.61,30.57,Rs.67.5840,
14-Dec-16,Equity,3944.59,4724.45,-779.86,-115.55,Rs.67.4867,
15-Dec-16,Equity,4253.75,4772.49,-518.74,-76.78,Rs.67.5604,
16-Dec-16,Equity,3799.83,4383.51,-583.68,-86.09,Rs.67.7994,
19-Dec-16,Equity,6873.56,6862.85,10.71,1.58,Rs.67.7777,
20-Dec-16,Equity,3086.1,3601.13,-515.03,-76.05,Rs.67.7262,
21-Dec-16,Equity,3288.88,3910.25,-621.37,-91.52,Rs.67.8954,
22-Dec-16,Equity,3622.73,4730.88,-1108.15,-163.27,Rs.67.8724,
23-Dec-16,Equity,3642.04,4215.22,-573.18,-84.4,Rs.67.9136,
26-Dec-16,Equity,2089.15,3549.95,-1460.8,-215.1,Rs.67.9117,
27-Dec-16,Equity,999.66,2098.08,-1098.42,-161.93,Rs.67.8331,
28-Dec-16,Equity,1644.88,2329.16,-684.28,-100.64,Rs.67.9967,
29-Dec-16,Equity,2298.14,2828.41,-530.27,-77.73,Rs.68.2250,
30-Dec-16,Equity,4482.3,5137.51,-655.21,-96.18,Rs.68.1241,
02-Jan-17,Equity,2230.64,2796.67,-566.03,-83.29,Rs.67.9547,
03-Jan-17,Equity,867.26,1185.97,-318.71,-46.85,Rs.68.0225,
04-Jan-17,Equity,1863.97,2400.72,-536.75,-78.84,Rs.68.0864,
05-Jan-17,Equity,3534.18,4226.17,-691.99,-101.5,Rs.68.1791,
06-Jan-17,Equity,4542.58,4581.72,-39.14,-5.77,Rs.67.7884,
09-Jan-17,Equity,3510.82,3827.44,-316.62,-46.59,Rs.67.9522,
10-Jan-17,Equity,2202.62,2588.1,-385.48,-56.53,Rs.68.1863,
11-Jan-17,Equity,3597.89,3703.5,-105.61,-15.51,Rs.68.0641,
12-Jan-17,Equity,3934.44,4612.64,-678.2,-99.41,Rs.68.2276,
13-Jan-17,Equity,3314.48,3317.46,-2.98,-0.44,Rs.68.0858,
16-Jan-17,Equity,3237.72,3341.02,-103.3,-15.14,Rs.68.2310,
17-Jan-17,Equity,2387.39,2725.85,-338.46,-49.66,Rs.68.1558,
18-Jan-17,Equity,3461.08,3285.83,175.25,25.75,Rs.68.0509,
19-Jan-17,Equity,4139.49,3802.91,336.58,49.54,Rs.67.9364,
20-Jan-17,Equity,4099.83,3852.75,247.08,36.24,Rs.68.1766,
23-Jan-17,Equity,4540.34,4507.78,32.56,4.78,Rs.68.0883,
24-Jan-17,Equity,4305.29,4575.95,-270.66,-39.75,Rs.68.0843,
25-Jan-17,Equity,5061.8,4969.48,92.32,13.55,Rs.68.1570,
27-Jan-17,Equity,8879.8,7598.97,1280.83,187.93,Rs.68.1556,
30-Jan-17,Equity,5850.9,5626.91,223.99,32.84,Rs.68.2043,
31-Jan-17,Equity,3251.17,2600.98,650.19,95.56,Rs.68.0426,
01-Feb-17,Equity,4646.64,5090.83,-444.19,-65.5,Rs.67.8125,
02-Feb-17,Equity,5446.01,5401.28,44.73,6.61,Rs.67.6458,
03-Feb-17,Equity,5652.74,5193.2,459.54,68.13,Rs.67.4480,
06-Feb-17,Equity,5351.41,4772.35,579.06,85.94,Rs.67.3825,
07-Feb-17,Equity,4125.35,4475.43,-350.08,-52.1,Rs.67.1958,
08-Feb-17,Equity,4393.21,4123.38,269.83,40.05,Rs.67.3692,
09-Feb-17,Equity,4468.13,4656.66,-188.53,-28.01,Rs.67.3058,
10-Feb-17,Equity,4791.98,4365.34,426.64,63.67,Rs.67.0123,
13-Feb-17,Equity,4951.25,4397.41,553.84,82.74,Rs.66.9367,
14-Feb-17,Equity,3875.96,3575.02,300.94,44.94,Rs.66.9663,
15-Feb-17,Equity,4397.21,4412.29,-15.08,-2.25,Rs.66.9439,
16-Feb-17,Equity,5550.27,5296.77,253.5,37.89,Rs.66.9193,
17-Feb-17,Equity,5055.55,5281.33,-225.78,-33.74,Rs.66.9468,
20-Feb-17,Equity,13273.05,5214.93,8058.12,1201.87,Rs.67.0467,
22-Feb-17,Equity,7038.02,8989.05,-1951.03,-291.3,Rs.66.9771,
23-Feb-17,Equity,6168.13,6190.75,-22.62,-3.38,Rs.66.9644,
27-Feb-17,Equity,9746.53,9043.64,702.89,105.17,Rs.66.8351,
28-Feb-17,Equity,5185.31,5314.86,-129.55,-19.42,Rs.66.7249,
01-Mar-17,Equity,9315.96,8129.22,1186.74,177.82,Rs.66.7375,
02-Mar-17,Equity,5234.69,5239.47,-4.78,-0.71,Rs.66.8482,
03-Mar-17,Equity,5034.59,4849.46,185.13,27.73,Rs.66.7433,
06-Mar-17,Equity,5308.41,3700.04,1608.37,240.65,Rs.66.8354,
07-Mar-17,Equity,4349.98,3771.79,578.19,86.61,Rs.66.7559,
08-Mar-17,Equity,4852.37,3835.12,1017.25,152.66,Rs.66.6347,
09-Mar-17,Equity,7521.29,3883.95,3637.34,545.85,Rs.66.6362,
10-Mar-17,Equity,4335.07,3855.46,479.61,71.83,Rs.66.7707,
14-Mar-17,Equity,4705.33,4227.11,478.22,71.71,Rs.66.6880,
15-Mar-17,Equity,10223.49,5927.6,4295.89,649.12,Rs.66.1800,
16-Mar-17,Equity,5985.75,4647.02,1338.73,204.34,Rs.65.5146,
17-Mar-17,Equity,5609.33,4187.25,1422.08,217.5,Rs.65.3836,
20-Mar-17,Equity,11444.88,9811.7,1633.18,249.18,Rs.65.5411,
21-Mar-17,Equity,4934.71,4829.45,105.26,16.1,Rs.65.3827,
22-Mar-17,Equity,8572.84,6950.99,1621.85,248.32,Rs.65.3117,
23-Mar-17,Equity,6619.67,6403.39,216.28,33.03,Rs.65.4881,
24-Mar-17,Equity,5973.9,4877.14,1096.76,167.64,Rs.65.4220,
27-Mar-17,Equity,5358.13,4700.68,657.45,100.44,Rs.65.4581,
29-Mar-17,Equity,20957.23,13763.87,7193.36,1105.15,Rs.65.0892,
30-Mar-17,Equity,9090.18,8672.64,417.54,64.28,Rs.64.9552,
31-Mar-17,Equity,12105.64,11789.72,315.92,48.66,Rs.64.9325,
03-Apr-17,Equity,5386.21,5579.0,-192.79,-29.74,Rs.64.8386,
05-Apr-17,Equity,3585.71,2999.16,586.55,90.36,Rs.64.9103,
06-Apr-17,Equity,7833.74,7398.66,435.08,66.89,Rs.65.0438,
07-Apr-17,Equity,5166.17,4889.73,276.44,42.54,Rs.64.9791,
10-Apr-17,Equity,5089.45,5341.28,-251.83,-39.11,Rs.64.3928,
11-Apr-17,Equity,3767.12,4409.37,-642.25,-99.66,Rs.64.4418,
12-Apr-17,Equity,4645.72,5371.1,-725.38,-112.39,Rs.64.5438,
13-Apr-17,Equity,4116.93,4614.77,-497.84,-76.96,Rs.64.6920,
17-Apr-17,Equity,3227.08,3545.08,-318.0,-49.44,Rs.64.3165,
18-Apr-17,Equity,1960.27,2020.73,-60.46,-9.39,Rs.64.4053,
19-Apr-17,Equity,3486.28,4320.53,-834.25,-129.21,Rs.64.5657,
20-Apr-17,Equity,3772.18,4401.32,-629.14,-97.47,Rs.64.5443,
21-Apr-17,Equity,3964.1,4054.59,-90.49,-14.0,Rs.64.6364,
24-Apr-17,Equity,5246.3,3987.13,1259.17,195.01,Rs.64.5701,
25-Apr-17,Equity,4016.74,4276.01,-259.27,-40.21,Rs.64.4757,
26-Apr-17,Equity,5644.64,5332.88,311.76,48.5,Rs.64.2776,
27-Apr-17,Equity,5425.25,5465.93,-40.68,-6.35,Rs.64.0013,
28-Apr-17,Equity,6397.38,6369.32,28.06,4.37,Rs.64.1141,
02-May-17,Equity,4588.26,5715.5,-1127.24,-175.54,Rs.64.2170,
03-May-17,Equity,5543.29,6013.26,-469.97,-73.19,Rs.64.2072,
04-May-17,Equity,4033.05,4125.92,-92.87,-14.48,Rs.64.1439,
